Fy17,Fy18,Fy19,Fy20,Fy21,Name,Name (largecap alpha.csv),Sub-Sector,Ticker,Ticker (largecap alpha.csv),5y Cagr,Alpha,Beta,Close Price,Market Cap,No. of Shareholders,PE Ratio,Pledged Promoter Holdings,Promoter Holding Change – 3M,Total Revenue
308.04,361.61,205.11,103.88,419.62,United Breweries Ltd,United Breweries Ltd,Alcoholic Beverages,UBL,UBL,11.64149717,-0.214625183,0.794808531,1564.7,41371.47366,66133,365.4078225,10.50719856,14.99378743,4348.34
4347.48,4321.85,-2783.99,-8387.27,6163.26,Hindustan Petroleum Corp Ltd,Hindustan Petroleum Corp Ltd,Oil & Gas - Refining & Marketing,HINDPETRO,HINDPETRO,0.463616699,11.39382051,0.84359726,291.6,41364.86974,323878,3.879330063,0,1.406593182,236030.84
,,,,,NMDC Ltd,NMDC Ltd,Mining - Iron Ore,NMDC,NMDC,5.054533072,-2.898894506,0.738959721,140.5,41175.01219,469018,6.560040434,0,,15722.06
,,,,,Bank of Baroda Ltd,Bank of Baroda Ltd,Public Banks,BANKBARODA,BANKBARODA,-13.95521035,-23.49122268,1.502216829,79.45,41136.42925,1195489,26.57975864,0,0,89001.18
402.36,290.69,-403.2,371.95,535.29,Voltas Ltd,Voltas Ltd,Home Electronics & Appliances,VOLTAS,VOLTAS,25.98518365,16.24130242,0.997752087,1208.95,40002.31064,158989,76.1745642,0,0,7744.64
579.55,92.1,95.44,843.78,1816.2,Tata Communications Ltd,Tata Communications Ltd,Telecom Services,TATACOMM,TATACOMM,32.90666187,44.50363992,1.552761842,1395.85,39781.725,93724,31.80934809,2.921052632,0,17348.49
,,,,,Oracle Financial Services Software Ltd,Oracle Financial Services Software Ltd,Software Services,OFSS,OFSS,6.742446153,-1.786799417,0.667562751,4578.25,39460.00542,58399,22.39678829,0,-0.052852197,5115.91
,,,,,Varun Beverages Ltd,Varun Beverages Ltd,Soft Drinks,VBL,VBL,,26.48544651,1.143041641,906.65,39260.9442,108875,119.3378042,0,-0.584812712,7591.61
,,,,,Honeywell Automation India Ltd,Honeywell Automation India Ltd,Electronic Equipments,HONAUT,HONAUT,37.01476227,18.23864258,0.654474593,44377.15,39236.15924,31588,85.28858195,0,0,3126.75
-646.79,-2115.02,-1633.75,-14151.54,4884.12,Indian Overseas Bank,Indian Overseas Bank,Public Banks,IOB,IOB,-5.357560983,19.40882601,1.166187084,20.35,38466.40894,423654,46.2631351,0,0.54282849,22524.55
,,,,,ABB India Ltd,ABB India Ltd,Heavy Electrical Equipments,ABB,ABB,11.65099933,4.125969897,1.050101604,1800.65,38157.28154,77736,174.0593082,0,0,5986.61
-178.76,811.27,-4871.84,-965.9,-1816.8,Ashok Leyland Ltd,Ashok Leyland Ltd,Trucks & Buses,ASHOKLEY,ASHOKLEY,9.635390413,-14.19054714,1.29625598,129.65,38059.11113,1019248,-230.3401993,7.441347928,0,20047.68
1459,1204,917,990,2550,Dalmia Bharat Ltd,Dalmia Bharat Ltd,Cement,DALBHARAT,DALBHARAT,,13.64492602,,2032.2,38026.02099,36256,30.89035012,0,0,10704
,,,,,Power Finance Corporation Ltd,Power Finance Corporation Ltd,Specialized Finance,PFC,PFC,3.748552656,7.415877012,0.835552294,143.1,37779.56495,343690,3.215876034,0,0,71706.75
3870.91,4158.58,4648.85,3370.99,3396.74,Adani Power Ltd,Adani Power Ltd,Power Generation,ADANIPOWER,ADANIPOWER,28.54724711,47.17344773,1.148463786,96,37026.61383,981561,29.15527318,21.4435641,0,28149.68
,,,,,Jindal Steel And Power Ltd,Jindal Steel And Power Ltd,Iron & Steel,JINDALSTEL,JINDALSTEL,34.69953854,3.172945998,1.702960323,361.4,36865.98383,270135,9.188471119,23.8942693,0,49997.18
211.45,395.77,192.1,441.95,680.56,Page Industries Ltd,Page Industries Ltd,Apparel & Accessories,PAGEIND,PAGEIND,16.54172514,-5.142299521,0.772803438,32726.05,36502.22382,73018,107.179798,0,-0.403447269,2852.43
,,,,,Indraprastha Gas Ltd,Indraprastha Gas Ltd,Gas Distribution,IGL,IGL,27.01196707,20.94792117,0.591311975,516.6,36162.04133,212695,30.84051113,0,0,5181.44
31.76,-30.55,-181.58,205.25,260.48,Trent Ltd,Trent Ltd,Retail - Apparel,TRENT,TRENT,37.05798246,23.99364292,0.91088793,1013.95,36044.65111,88528,-246.5940419,0,0,2794.56
,,,,,Petronet LNG Ltd,Petronet LNG Ltd,Oil & Gas - Storage & Transportation,PETRONET,PETRONET,7.436192669,-3.321808037,0.730717344,239.4,35910.00211,435420,12.21748625,0,0,26400.91
,,,,,Max Healthcare Institute Ltd,Max Healthcare Institute Ltd,Hospitals & Diagnostic Centres,MAXHEALTH,MAXHEALTH,,,,369.7,35710.98687,70655,-259.6218602,0,0,2619.41
706.9,2339.8,722.06,567.37,4914.87,AU Small Finance Bank Ltd,AU Small Finance Bank Ltd,Consumer Finance,AUBANK,AUBANK,,9.868752608,1.527440902,1127.6,35306.32994,148324,30.15882218,0,-0.06582974,6401.6
-2695.12,-13208.44,-5612.95,-2521.38,-4264.58,Shriram Transport Finance Company Ltd,Shriram Transport Finance Company Ltd,Consumer Finance,SRTRANSFIN,SRTRANSFIN,2.696080648,-11.97708284,1.475199397,1313.2,35296.66406,91156,14.12527625,0,-1.387060221,17436.4
,,,,,Tata Elxsi Ltd,Tata Elxsi Ltd,Software Services,TATAELXSI,TATAELXSI,49.94954098,42.09956122,1.162570298,5665.65,35283.65123,226048,95.84302501,0,0,1865.93
,,,,,Bharat Forge Ltd,Bharat Forge Ltd,Iron & Steel,BHARATFORG,BHARATFORG,9.889219922,-11.02129323,1.361557289,755.9,35193.84469,136944,-278.4543452,0,-1.000026135,6505.16
,,,,,Polycab India Ltd,Polycab India Ltd,Electrical Components & Equipments,POLYCAB,POLYCAB,,44.0857654,,2349,35060.28467,173743,39.74683385,0,-0.018672389,9064.46
6444.61,7484.38,8725.61,5328.7,8538.19,Max Financial Services Ltd,Max Financial Services Ltd,Insurance,MFSL,MFSL,12.69887734,23.8455783,1.003296086,1003,34615.01153,64363,81.37432773,9.151208243,-2.269157036,31288.02
134.18,15.55,-427.15,352.95,542.08,Kansai Nerolac Paints Ltd,Kansai Nerolac Paints Ltd,Paints,KANSAINER,KANSAINER,11.67281225,5.406677374,0.883472259,635.85,34267.2104,66248,64.68684713,0,0,5793.73
,,,,,MRF Ltd,MRF Ltd,Tires & Rubber,MRF,MRF,10.09875528,-1.863636895,0.495119198,80488.6,34136.36625,55803,26.73043259,0,-0.022517515,16373.13
,,,,,Aarti Industries Ltd,Aarti Industries Ltd,Specialty Chemicals,AARTIIND,AARTIIND,43.72032912,31.69875543,1.015059033,932.5,33803.50126,213721,64.57581383,0,-1.920169397,4506.8
,,,,,Deepak Nitrite Ltd,Deepak Nitrite Ltd,Commodity Chemicals,DEEPAKNTR,DEEPAKNTR,81.67056357,63.44508895,1.058690626,2400.4,32739.78556,306098,42.20077798,0,0,4381.27
,,,,,Sona BLW Precision Forgings Ltd,Sona BLW Precision Forgings Ltd,Auto Parts,SONACOMS,SONACOMS,,,,556.25,32445.49724,228113,150.7970684,0,,1568.64
,,,,,Oberoi Realty Ltd,Oberoi Realty Ltd,Real Estate,OBEROIRLTY,OBEROIRLTY,25.00181475,20.72939325,1.109422199,886.6,32236.97433,45824,43.60472654,0,0,2093.84
3994.92,-22203.69,-24876.49,-58262.92,49854.4,Yes Bank Ltd,Yes Bank Ltd,Private Banks,YESBANK,YESBANK,-45.03917274,-36.74157346,1.391478868,12.75,31945.00513,3801654,-9.156130013,0,0,23475.39
,,,,,Laurus Labs Ltd,Laurus Labs Ltd,Pharmaceuticals,LAURUSLABS,LAURUSLABS,,61.25544652,1.392655578,592.55,31796.37432,299257,32.32718673,0,-0.14908618,4837.17
,,,,,Coforge Ltd,Coforge Ltd,IT Services & Consulting,COFORGE,COFORGE,64.03810178,43.74249814,1.027096375,5214.8,31611.38649,654075,69.3840792,0,-8.258305042,4695.4
5144.39,-3318.4,-2304.1,-638.7,10355.3,Vodafone Idea Ltd,Vodafone Idea Ltd,Telecom Services,IDEA,IDEA,-26.14419326,13.36440846,1.212691299,10.95,31465.25122,1748697,-0.711350803,0,0,44646.3
,,,,,REC Ltd,REC Ltd,Specialized Finance,RECLTD,RECLTD,5.454340718,4.101168691,1.042081944,159.3,31460.44374,342008,3.755018207,0,0,35575.4
,,,,,Ruchi Soya Industries Ltd,Ruchi Soya Industries Ltd,Packaged Foods & Meats,RUCHI,RUCHI,-13.74922828,157.624869,-1.333616958,1062.05,31419.79415,83699,46.15399575,98.87067481,0,16382.97
,,,,,Embassy Office Parks REIT,Embassy Office Parks REIT,Real Estate,EMBASSY,EMBASSY,,-7.404358076,,331.1,31384.76183,,44.94130712,50.45604102,-8.697241701,2578.29
-140.45,-255.77,23.7,5.63,101.31,Hatsun Agro Product Ltd,Hatsun Agro Product Ltd,FMCG - Foods,HATSUN,HATSUN,41.6528867,31.77157014,0.900454471,1439.05,31020.64,24572,125.9158954,1.145834999,0,5575.5
,,,,,Dr. Lal PathLabs Ltd,Dr. Lal PathLabs Ltd,Hospitals & Diagnostic Centres,LALPATHLAB,LALPATHLAB,26.05525949,40.70838118,0.518286798,3643.95,30112.41852,94123,103.2590992,0,0,1632.6
145.58,204.4,320.49,264.07,728.58,IPCA Laboratories Ltd,IPCA Laboratories Ltd,Pharmaceuticals,IPCALAB,IPCALAB,31.02750642,42.70045998,0.406467194,2350.8,29820.39378,105428,26.1580107,0,0,5457.78
,,,,,Canara Bank Ltd,Canara Bank Ltd,Public Banks,CANBK,CANBK,-11.63591879,-29.86612418,1.57522973,163.7,29697.31223,584796,10.27378917,0,-6.39731054,93659.75
,,,,,Zee Entertainment Enterprises Ltd,Zee Entertainment Enterprises Ltd,TV Channels & Broadcasters,ZEEL,ZEEL,-10.81789099,-17.59195422,1.096453598,309.15,29694.34333,260366,37.11329,0.21446812,-4.67E-05,7840.3
297.58,301.95,282.98,361.52,810.11,Crompton Greaves Consumer Electricals Ltd,Crompton Greaves Consumer Electricals Ltd,Home Electronics & Appliances,CROMPTON,CROMPTON,25.16072898,18.4226763,0.691241488,470.85,29570.11057,130065,47.95282668,0.003569525,-5.364928442,4879.26
,,,,,Supreme Industries Ltd,Supreme Industries Ltd,Plastic Products,SUPREMEIND,SUPREMEIND,19.94402252,18.7680564,1.107323997,2306.3,29296.20703,64781,29.95093446,0,0,6507.32
,,,,,Indian Railway Finance Corp Ltd,Indian Railway Finance Corp Ltd,Specialized Finance,IRFC,IRFC,,,,22.35,29208.11091,1449111,6.613975823,0,0,15770.86
271.39,228.1,215.23,72.97,423.46,Whirlpool of India Ltd,Whirlpool of India Ltd,Home Electronics & Appliances,WHIRLPOOL,WHIRLPOOL,17.73768551,12.76108841,0.788541247,2270.7,28815.183,110077,81.90086974,0,0,7588.8
,,,,,IDFC First Bank Ltd,IDFC First Bank Ltd,Private Banks,IDFCFIRSTB,IDFCFIRSTB,-10.62456335,-7.535046217,1.316902016,46.25,28731.00817,1346958,59.46355977,0,-3.419827396,18221.95
,,,,,Relaxo Footwears Ltd,Relaxo Footwears Ltd,Footwear,RELAXO,RELAXO,38.06398848,31.07989966,0.491974494,1154.3,28677.67172,155252,98.35941734,0,0,2381.92
6742.17,3132.62,2464.01,-639.21,3090.84,NHPC Ltd,NHPC Ltd,Renewable Energy,NHPC,NHPC,2.145615515,1.393876628,0.461960798,28.3,28427.4485,697678,8.728108228,0,0,11044.77
,,,,,3M India Ltd,3M India Ltd,Stationery,3MINDIA,3MINDIA,13.41465691,-7.519229757,0.74661776,24747.6,27878.34463,31887,171.6752548,0,0,2629.57
,,,,,Cummins India Ltd,Cummins India Ltd,Industrial Machinery,CUMMINSIND,CUMMINSIND,2.097872238,0.333486389,1.30165707,1001.5,27761.58,92954,43.71695825,0,0,4746.98
,,,,,Atul Ltd,Atul Ltd,Diversified Chemicals,ATUL,ATUL,32.43008656,30.61520071,0.72403491,9349.2,27661.52572,54214,42.18239252,0.67597139,0.000337986,3841.7
,,,,,Aditya Birla Capital Ltd,Aditya Birla Capital Ltd,Diversified Financials,ABCAPITAL,ABCAPITAL,,-12.37985861,1.691924065,113.8,27493.59138,491939,24.40533969,0,-0.004768731,19542.19
,,,,,New India Assurance Company Ltd,New India Assurance Company Ltd,Insurance,NIACL,NIACL,,-10.67797144,0.558290282,163,26862.4,131340,16.37481941,0,0,33813.07
,,,,,Nippon Life India Asset Management Ltd,Nippon Life India Asset Management Ltd,Asset Management,NAM-INDIA,NAM-INDIA,,25.59036818,0.898349799,431.45,26775.52671,163933,39.35667501,0,-0.227446167,1419.34
,,,,,TVS Motor Company Ltd,TVS Motor Company Ltd,Two Wheelers,TVSMOTOR,TVSMOTOR,9.626556791,-10.33159042,0.845982656,555.6,26395.84005,146430,44.41799895,0,-5.135900192,19468.04
,,,,,Tube Investments of India Ltd,Tube Investments of India Ltd,Cycles,TIINDIA,TIINDIA,,39.96085855,1.728015963,1366.7,26353.79524,38771,92.04315187,0.015144322,-0.000959311,6194.72
,,,,,Persistent Systems Ltd,Persistent Systems Ltd,Software Services,PERSISTENT,PERSISTENT,41.25981423,47.76232371,0.803417257,3511.45,26193.46393,90220,58.11987204,0,-0.026169447,4295.66
13.77,-7.94,-83.67,127.62,1.94,Dixon Technologies (India) Ltd,Dixon Technologies (India) Ltd,Home Electronics & Appliances,DIXON,DIXON,,64.77760636,1.028185284,4449.4,26096.55636,278185,163.3178319,0,-0.009658635,6449.75
444.32,464.11,414.52,371.67,887.84,Emami Ltd,Emami Ltd,FMCG - Personal Products,EMAMILTD,EMAMILTD,-0.189387184,2.728476658,1.166522224,580.15,25788.46463,81508,56.71533896,16.65299435,0,2950.8
,,,,,Pfizer Ltd,Pfizer Ltd,Pharmaceuticals,PFIZER,PFIZER,23.90974768,23.25790822,0.456727752,5629.65,25754.37195,131308,51.75613823,0,0,2319.67
-1014.41,-5580.85,-4238.05,-41.39,434.8,Sundaram Finance Ltd,Sundaram Finance Ltd,Consumer Finance,SUNDARMFIN,SUNDARMFIN,14.02507668,9.783853005,0.884234899,2335.2,25729.44377,22888,22.08384297,0,0,5316.74
,,,,,IndiaMART InterMESH Ltd,IndiaMART InterMESH Ltd,Online Services,INDIAMART,INDIAMART,,83.78143366,,8386.4,25592.89429,152874,91.4816067,0,-0.034366385,756.14
,,,,,GlaxoSmithKline Pharmaceuticals Ltd,GlaxoSmithKline Pharmaceuticals Ltd,Pharmaceuticals,GLAXO,GLAXO,1.039185163,-0.235051946,0.570087504,1495.2,25329.5902,120476,70.72143792,0,0,3346.09
,,,,,Oil India Ltd,Oil India Ltd,Oil & Gas - Exploration & Production,OIL,OIL,3.000347941,-3.068101849,1.066807961,233.25,25293.75115,189559,7.169755757,0,0,19249.79
,,,,,General Insurance Corporation of India,General Insurance Corporation of India,Insurance,GICRE,GICRE,,-34.45091,1.359632268,142.65,25026.516,251850,12.56609844,0,0,48594.37
,,,,,Syngene International Ltd,Syngene International Ltd,Labs & Life Sciences Services,SYNGENE,SYNGENE,20.37432964,21.41073569,0.749607112,616.3,24477.92582,126395,60.45424998,0,-0.147813391,2283.9
,,,,,Torrent Power Ltd,Torrent Power Ltd,Power Transmission & Distribution,TORNTPOWER,TORNTPOWER,22.51786579,19.19162656,0.60174494,503.25,24187.03965,125419,18.7361357,0,0,12332.2
,,,,,ICICI Securities Ltd,ICICI Securities Ltd,Investment Banking & Brokerage,ISEC,ISEC,,25.11298343,1.451815809,749.6,24181.46041,144000,22.64775448,0,-0.079082619,2586.17
-14287.68,-19011.97,-21589.12,-14752.39,-11334.41,LIC Housing Finance Ltd,LIC Housing Finance Ltd,Home Financing,LICHSGFIN,LICHSGFIN,-5.720508083,-17.70724925,1.216566464,438.25,24106.51098,323148,8.795685431,0,0,19880.22
,,,,,Union Bank of India Ltd,Union Bank of India Ltd,Public Banks,UNIONBANK,UNIONBANK,-24.84756828,-31.45125981,1.373113783,35,23921.61613,683042,8.354269795,0,-5.576489139,83210.54
,,,,,J K Cement Ltd,J K Cement Ltd,Cement,JKCEMENT,JKCEMENT,29.28739423,38.67555857,1.138084685,3092.65,23896.36565,73065,33.6706058,0,-0.025403707,6719.05
102.2,77.7,372.6,624.6,644.7,Bayer CropScience Ltd,Bayer CropScience Ltd,Fertilizers & Agro Chemicals,BAYERCROP,BAYERCROP,3.366940224,-2.675211954,0.542669476,5284.95,23751.67091,65088,48.16806107,0,0,4330.2
824.09,130.43,253.35,1605.88,3955.11,Coromandel International Ltd,Coromandel International Ltd,Fertilizers & Agro Chemicals,COROMANDEL,COROMANDEL,26.50588856,24.47559329,0.491432381,799,23445.3901,96227,17.63938615,0.007498841,0,14262.41
,,,,,Ramco Cements Ltd,Ramco Cements Ltd,Cement,RAMCOCEM,RAMCOCEM,10.38480356,3.05222742,0.839448851,983.9,23219.32284,40081,29.63008886,5.197603908,0,5321.37
,,,,,Tata Chemicals Ltd,Tata Chemicals Ltd,Diversified Chemicals,TATACHEM,TATACHEM,31.32973654,29.62667054,1.267019596,906.4,23091.10904,510266,90.06946615,0,0,10829.45
,,,,,Schaeffler India Ltd,Schaeffler India Ltd,Auto Parts,SCHAEFFLER,SCHAEFFLER,12.75401267,3.571863998,0.609603658,7367.8,23032.2836,15087,79.15690139,0,0,3822.14
,,,,,Bata India Ltd,Bata India Ltd,Footwear,BATAINDIA,BATAINDIA,28.56272467,11.55365915,0.876689804,1767.85,22721.74116,200643,-254.3858168,0,0,1802.57
,,,,,Endurance Technologies Ltd (CN),Endurance Technologies Ltd (CN),Auto Parts,ENDURANCE,ENDURANCE,,-2.207333205,1.052856232,1592.3,22397.74529,55965,43.09662174,0,0,6577.73
,,,,,Indian Hotels Company Ltd,Indian Hotels Company Ltd,"Hotels, Resorts & Cruise Lines",INDHOTEL,INDHOTEL,8.926036752,-0.051251923,1.380505588,187.35,22280.75697,239979,-30.94076873,0,0,1899.83
,,,,,Linde India Ltd,Linde India Ltd,Commodity Chemicals,LINDEINDIA,LINDEINDIA,47.28196226,57.2197362,1.279507884,2607.5,22237.86115,46080,147.173138,0,0,1507.17
,,,,,Mahindra and Mahindra Financial Services Ltd,Mahindra and Mahindra Financial Services Ltd,Consumer Finance,M&MFIN,M&MFIN,-3.583546244,-27.8484576,2.012392181,179.75,22208.65031,296357,28.72266307,0,0,12438.58
,,,,,L&T Finance Holdings Ltd,L&T Finance Holdings Ltd,Diversified Financials,L&TFH,L&TFH,0.578775142,-29.8841605,1.978236814,88.65,21922.14683,705199,22.57827139,0,-0.029239851,14305.71
,,,,,Bank of India Ltd,Bank of India Ltd,Public Banks,BANKINDIA,BANKINDIA,-15.06223512,-22.62161794,1.800725238,53.05,21769.418,420818,10.4521469,0,-8.926471563,48231.78
3884.37,1632.45,-794.79,-1536.24,-1642.43,GMR Infrastructure Ltd,GMR Infrastructure Ltd,Construction & Engineering,GMRINFRA,GMRINFRA,21.1259768,16.91821555,1.123357851,35.85,21638.86381,392374,-7.735707962,46.03988978,-1.114986915,6863.46
,,,,,Clean Science and Technology Ltd,Clean Science and Technology Ltd,Specialty Chemicals,CLEAN,CLEAN,,,,2027.65,21537.48742,379361,108.5723014,0,-16.14463181,538.07
138.21,-81.31,120.71,200.31,690.19,APL Apollo Tubes Ltd,APL Apollo Tubes Ltd,Building Products - Pipes,APLAPOLLO,APLAPOLLO,56.93416986,51.39217311,1.194271295,847.85,21178.61472,102080,58.80335051,0,-0.040033308,8535.69
,,,,,Bharat Heavy Electricals Ltd,Bharat Heavy Electricals Ltd,Heavy Electrical Equipments,BHEL,BHEL,-8.853183521,-14.55157027,1.531260205,60.35,21014.25235,1146935,-7.791396105,0,0,17701.25
,,,,,Minda Industries Ltd,Minda Industries Ltd,Auto Parts,MINDAIND,MINDAIND,49.98359225,13.79226337,1.222835967,735.4,21004.52723,80135,101.6528444,0,-2.377451351,6422.5
-46.57,256.03,240.89,325.6,942.54,Aditya Birla Fashion and Retail Ltd,Aditya Birla Fashion and Retail Ltd,Retail - Apparel,ABFRL,ABFRL,9.827085362,-3.382889047,0.698390131,223.5,20843.36783,201858,-30.99339464,0,0.012485113,5322.32
-598.08,-946.69,-1290.18,-1191.79,-1079.46,Aavas Financiers Ltd,Aavas Financiers Ltd,Home Financing,AAVAS,AAVAS,,35.2481634,,2609.2,20589.76627,30154,71.2621267,0,-0.005271072,1105.52
,,,,,Sumitomo Chemical India Ltd,Sumitomo Chemical India Ltd,Commodity Chemicals,SUMICHEM,SUMICHEM,,,,406.85,20307.74427,78651,58.81018293,0,0,2663.48
,,,,,Gujarat Fluorochemicals Ltd,Gujarat Fluorochemicals Ltd,Specialty Chemicals,FLUOROCHEM,FLUOROCHEM,,,,1827.05,20070.14425,19976,-91.75762013,0,0,2851.58
,,,,,Happiest Minds Technologies Ltd,Happiest Minds Technologies Ltd,IT Services & Consulting,HAPPSTMNDS,HAPPSTMNDS,,,,1404.15,19942.08302,343534,122.7507264,0,0,797.65
,,,,,Fortis Healthcare Ltd,Fortis Healthcare Ltd,Hospitals & Diagnostic Centres,FORTIS,FORTIS,8.683529026,16.8557976,0.646511958,263.25,19874.27325,144634,-181.0702737,0,0,4262.45
,,,,,CRISIL Ltd,CRISIL Ltd,Stock Exchanges & Ratings,CRISIL,CRISIL,4.42512209,9.26799232,0.624244957,2723.1,19829.10471,34980,55.89914783,0,-0.059016545,2064.98
,,,,,Vinati Organics Ltd,Vinati Organics Ltd,Specialty Chemicals,VINATIORGA,VINATIORGA,44.09044244,33.21532728,0.57314014,1926.25,19798.39238,65113,73.50979238,0,0,980.1
,,,,,Sun Tv Network Ltd,Sun Tv Network Ltd,TV Channels & Broadcasters,SUNTV,SUNTV,-0.195399667,-21.25908792,1.015285421,498.6,19649.05915,112153,12.88437549,0,0,3483.73
,,,,,Nuvoco Vistas Corporation Ltd,Nuvoco Vistas Corporation Ltd,Cement,NUVOCO,NUVOCO,,,,547.7,19561.4425,496311,-754.3942345,0,,7522.69
,,,,,Alkyl Amines Chemicals Ltd,Alkyl Amines Chemicals Ltd,Specialty Chemicals,ALKYLAMINE,ALKYLAMINE,96.76036508,87.41529143,1.121284914,3826.15,19539.88864,111477,66.1584176,0,-0.043366203,1249.39
213.31,154.22,156.06,58.71,189.67,Gillette India Ltd,Gillette India Ltd,FMCG - Personal Products,GILLETTE,GILLETTE,6.482104534,-10.56233487,0.252970873,5939.95,19355.45597,48276,62.36051283,0,0,2041.15
,,,,,Escorts Ltd,Escorts Ltd,Tractors,ESCORTS,ESCORTS,30.96201831,17.60554341,1.05421242,1489.9,19244.16164,231476,22.08266776,0,0,7174.8
,,,,,Sundram Fasteners Ltd,Sundram Fasteners Ltd,Auto Parts,SUNDRMFAST,SUNDRMFAST,24.40907977,6.279549537,1.315999723,915.4,19235.15099,68137,53.55295671,0,0,3671.69
,,,,,Godrej Industries Ltd,Godrej Industries Ltd,Diversified Chemicals,GODREJIND,GODREJIND,5.912413062,-5.955246855,0.879002019,566.4,19064.09273,87381,56.98087911,3.776002801,-0.007533777,10348.5
,,,,,Prestige Estates Projects Ltd,Prestige Estates Projects Ltd,Real Estate,PRESTIGE,PRESTIGE,18.86151029,19.49778079,1.328089425,474.5,19020.88548,40088,13.06200074,0,0,8971.6
,,,,,Ajanta Pharma Ltd,Ajanta Pharma Ltd,Pharmaceuticals,AJANTPHARM,AJANTPHARM,1.15246264,20.99121192,0.208879335,2197.25,19014.07206,45664,29.07928497,10.51793463,0,2915.67
190.73,85.47,193.82,100.44,396.06,Kajaria Ceramics Ltd,Kajaria Ceramics Ltd,Building Products - Ceramics,KAJARIACER,KAJARIACER,11.4425848,31.82594519,0.968806768,1194.65,19004.61167,70677,61.69326949,0,0,2802.2
,,,,,Navin Fluorine International Ltd,Navin Fluorine International Ltd,Specialty Chemicals,NAVINFLUOR,NAVINFLUOR,51.81902779,49.19520175,0.76133288,3720.25,18426.9042,139517,71.55523534,0.908945661,-0.002862783,1273.94
,,,,,Central Bank of India Ltd,Central Bank of India Ltd,Public Banks,CENTRALBK,CENTRALBK,-26.52001914,-11.25063979,1.473320008,20.95,18186.5693,356923,-18.18475082,0,3.303106639,25991.84
,,,,,AIA Engineering Ltd,AIA Engineering Ltd,Industrial Machinery,AIAENG,AIAENG,8.423493893,-2.472947279,0.640316874,1921.95,18127.90351,20548,32.02074349,0,0,3053.69
,,,,,Sanofi India Ltd,Sanofi India Ltd,Pharmaceuticals,SANOFI,SANOFI,13.24868432,5.151575887,0.481514723,7865.2,18114.04482,53567,37.92722951,0,0,2991.7
551.73,-662.89,-714.13,-561.12,-949.91,G R Infraprojects Ltd,G R Infraprojects Ltd,Construction & Engineering,GRINFRA,GRINFRA,,,,1872.05,18100.66612,235503,18.98936857,0,,7906.94
,,,,,Solar Industries India Ltd,Solar Industries India Ltd,Commodity Chemicals,SOLARINDS,SOLARINDS,25.1706732,14.57591086,0.721218983,1996.3,18064.52968,17497,65.36829991,0,0,2537.05
,,,,,Indian Energy Exchange Ltd,Indian Energy Exchange Ltd,Power Trading & Consultancy,IEX,IEX,,37.31059456,0.814450036,596.35,17804.31198,272940,86.39095531,0,0,356.23
,,,,,CPSE ETF,CPSE ETF,Equity,CPSEETF,CPSEETF,4.177061529,-4.780763078,0.787576442,29.4,17739.9054,,,,,
,,,,,Mindspace Business Parks REIT,Mindspace Business Parks REIT,Real Estate,MINDSPACE,MINDSPACE,,,,295.94,17549.78008,,57.07245554,0,,1159.7
,,,,,Gujarat State Petronet Ltd,Gujarat State Petronet Ltd,Gas Distribution,GSPL,GSPL,15.82366879,10.10916347,0.816251597,309.85,17482.08949,139409,10.88026879,0,0,11664.97
,,,,,Rajesh Exports Ltd,Rajesh Exports Ltd,"Precious Metals, Jewellery & Watches",RAJESHEXPO,RAJESHEXPO,4.286793465,-5.833513955,0.531263099,591.35,17460.19768,41900,20.64975953,0,0.001016054,258315.69
,,,,,Federal Bank Ltd,Federal Bank Ltd,Private Banks,FEDERALBNK,FEDERALBNK,1.377787914,-14.17096921,1.516934132,80.9,17001.24404,593595,10.21506795,0,,16271.94
,,,,,Computer Age Management Services Ltd,Computer Age Management Services Ltd,Diversified Financials,CAMS,CAMS,,,,3455.2,16870.19367,186315,82.16937154,0,-0.021879173,735.26
